name,artist,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,cluster,html,id,sh_score
Rosa Morena                                                                                                                                                                      ,Dorival Caymmi                                  ,0.5139960326206745,0.48898962648941774,0.7180860365480457,0.0,0.02312974340440911,0.20682730923694778,0.0,0.09640405696137692,0.7223948622332711,0.75,5,https://open.spotify.com/track/5p62Lc3ALej4hOuClxLGUx,5p62Lc3ALej4hOuClxLGUx ,0.46746430981896775
Insensatez                                                                                                                                                                       ,Stan Getz                                       ,0.6726912056424951,0.18698349576496406,0.6209888956894289,1.0,0.02602096132996025,0.9487951807228916,0.6274111675126903,0.095379571765188,0.2956287549202403,0.75,2,https://open.spotify.com/track/3F6mq6sojBFJxYbfjBwqMT,3F6mq6sojBFJxYbfjBwqMT ,0.4389046538120739
Menina Moca                                                                                                                                                                      ,Stan Getz                                       ,0.587833370068327,0.47498934228364836,0.735398268776777,0.0,0.019877123238164075,0.8002008032128515,0.00037868020304568525,0.1209917016699109,0.7969753470064221,0.75,5,https://open.spotify.com/track/5LtticIcN2PoWNV43w3Xmm,5LtticIcN2PoWNV43w3Xmm ,0.21466887333791876
So Nice (Summer Samba)                                                                                                                                                           ,Marcos Valle                                    ,0.7862023363456029,0.491989687390654,0.7199003235114103,1.0,0.030899891579327793,0.5512048192771085,0.0,0.09435508656899909,0.8311580691941163,0.75,4,https://open.spotify.com/track/0i4xlmrZ5NVmx6VWSqBeAq,0i4xlmrZ5NVmx6VWSqBeAq ,0.439951259825616
Santa Maria de Feira                                                                                                                                                             ,Devendra Banhart                                ,0.531628829623099,0.37698735284326274,0.703746611873743,1.0,0.018792916516082406,0.9367469879518073,0.32385786802030453,0.14250589078987808,0.7348249430287963,0.75,2,https://open.spotify.com/track/7Lh1a33hTfzJW42Hf7OTmn,7Lh1a33hTfzJW42Hf7OTmn ,0.12112096834789467
Já Sei Namorar - 2004 Digital Remaster                                                                                                                                           ,Tribalistas                                     ,0.6726912056424951,0.8219963865266465,0.8244950598933286,0.0,0.06216118539934948,0.6726907630522089,0.0011675126903553299,0.12406515725847765,0.8425523099233477,0.75,5,https://open.spotify.com/track/0mr34YS5FIX0b2mi03HuhE,0mr34YS5FIX0b2mi03HuhE ,0.39830275288325867
Blue Bossa                                                                                                                                                                       ,Tete Montoliu                                   ,0.5944456689442362,0.5179902152013687,0.6770132027629623,1.0,0.059089266353451395,0.8263052208835341,0.883248730964467,0.19373015059932386,0.9761756784752433,0.75,2,https://open.spotify.com/track/6uHi0xmyuv7NI0nyVeXjXE,6uHi0xmyuv7NI0nyVeXjXE ,0.0997980901089501
Aguas De Março                                                                                                                                                                   ,Tempo Rei                                       ,0.8126515318492397,0.41098804305727404,0.7505464719769169,0.0,0.12106975063245391,0.7931726907630523,0.0,0.09230611617662127,0.6074166148746633,0.75,5,https://open.spotify.com/track/40RMFaZwnpzMqqqFewk0jk,40RMFaZwnpzMqqqFewk0jk ,0.19936479595850062
Bossa Dorado                                                                                                                                                                     ,Pete Krebs & The Kung Pao Chi                   ,0.7939166850341636,0.44598875357169754,0.6792428084287837,1.0,0.04933140585471629,0.7108433734939759,0.8558375634517765,0.10972236451183282,0.8404806297907602,0.75,2,https://open.spotify.com/track/761Z36M57ALRBS2TsGMg7X,761Z36M57ALRBS2TsGMg7X ,0.07064624192459229
Orange Afternoon                                                                                                                                                                 ,Bebe                                            ,0.6120784659466608,0.6299924888475237,0.7343927603392497,1.0,0.04011564871702204,0.4317269076305221,0.24771573604060912,0.10459993853088825,0.5566604516262689,0.75,4,https://open.spotify.com/track/7DWWkZl6SvvIKzGGzIIKYi,7DWWkZl6SvvIKzGGzIIKYi ,0.38013918338102587
